date,fluxadjflux,target_flux,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,lag14,lag15,lag16,lag17,lag18,lag19,lag20,lag21,lag22,lag23,lag24,lag25,lag26,lag27,ssn
2004-11-24,105.43333333333334,108.86666666666667,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,135.26666666666668,138.13333333333333,135.20000000000002,131.20000000000002,132.7,137.20000000000002,139.46666666666667,130.55,132.45,55.0
2004-11-25,106.93333333333334,102.46666666666665,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,135.26666666666668,138.13333333333333,135.20000000000002,131.20000000000002,132.7,137.20000000000002,139.46666666666667,130.55,55.0
2004-11-26,109.33333333333333,98.16666666666667,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,135.26666666666668,138.13333333333333,135.20000000000002,131.20000000000002,132.7,137.20000000000002,139.46666666666667,55.0
2004-11-27,107.63333333333333,94.53333333333335,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,135.26666666666668,138.13333333333333,135.20000000000002,131.20000000000002,132.7,137.20000000000002,60.0
2004-11-28,109.10000000000001,93.63333333333333,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,135.26666666666668,138.13333333333333,135.20000000000002,131.20000000000002,132.7,47.0
2004-11-29,108.96666666666665,90.2,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,135.26666666666668,138.13333333333333,135.20000000000002,131.20000000000002,45.0
2004-11-30,106.93333333333334,87.46666666666665,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,135.26666666666668,138.13333333333333,135.20000000000002,52.0
2004-12-01,108.86666666666667,87.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,135.26666666666668,138.13333333333333,52.0
2004-12-02,102.46666666666665,84.83333333333333,108.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,135.26666666666668,47.0
2004-12-03,98.16666666666667,82.86666666666667,102.46666666666665,108.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,125.36666666666667,48.0
2004-12-04,94.53333333333335,87.5,98.16666666666667,102.46666666666665,108.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,135.1,42.0
2004-12-05,93.63333333333333,88.5,94.53333333333335,98.16666666666667,102.46666666666665,108.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,122.0,47.0
2004-12-06,90.2,86.5,93.63333333333333,94.53333333333335,98.16666666666667,102.46666666666665,108.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,196.39999999999998,39.0
2004-12-07,87.46666666666665,86.03333333333335,90.2,93.63333333333333,94.53333333333335,98.16666666666667,102.46666666666665,108.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,103.53333333333335,15.0
2004-12-08,87.86666666666667,86.2,87.46666666666665,90.2,93.63333333333333,94.53333333333335,98.16666666666667,102.46666666666665,108.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,93.53333333333335,24.0
2004-12-09,84.83333333333333,97.80000000000001,87.86666666666667,87.46666666666665,90.2,93.63333333333333,94.53333333333335,98.16666666666667,102.46666666666665,108.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,94.23333333333333,21.0
2004-12-10,82.86666666666667,95.89999999999999,84.83333333333333,87.86666666666667,87.46666666666665,90.2,93.63333333333333,94.53333333333335,98.16666666666667,102.46666666666665,108.86666666666667,106.93333333333334,108.96666666666665,109.10000000000001,107.63333333333333,109.33333333333333,106.93333333333334,105.43333333333334,105.76666666666667,103.76666666666667,99.0,97.46666666666665,101.13333333333333,102.89999999999999,103.23333333333333,103.8,103.56666666666666,97.7,95.0,24.0
